price,address,bathroom,bedroom,furnish,description,property type,ID,longitude,latitude
"€1,200 Per month","Broadfield Drive, Rathcoole, South Co. Dublin",1,1,Furnished,"
                        Follow us on Facebook Ray Cooke Lettings & Instagram Ray Cooke Auctioneer's to see our new listings first!!


*RAY COOKE LETTINGS - EMAIL ENQUIRIES ONLY/NO PHONE CALLS PLEASE- FILL IN YOUR CONTACT INFORMATION ON THE RIGHT HANDSIDE AND CLICK SEND MESSAGE - WE WILL CONTACT YOU WITH VIEWING DETAILS WHEN THEY ARISE *** BRILLIANT LOCATION CLOSE TO THE CITY CENTRE ***AVAILABLE NOW!!! 

RAY COOKE LETTINGS proudly present this excellent granny flat to the market located in Broadfield, Rathcoole. Bright and spacious living accommodation comprises of open plan kitchen/lounge area, Bedroom area, , Fully tiled bathroom, Fitted wardrobes. This stylish property has a fully fitted kitchen with all appliances.
                    ",Flat,22041934,-6.484891,53.278233
"€1,200 Per month","Flat 9, 23 Harrington Street, Portobello, Dublin 8, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cosy studio apartment in the heart of the ever popular Portobello. (17 Sqm) 

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Portobello is a vibrant and energetic village just 10 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Tesco, Bastible, Queen of Tarts, 57 The Headline, Flyfit to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS (Harcourt) is just 8 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22043192,-6.268048,53.332293
"€1,200 Per month","Addison Road, Dublin 3, North Dublin City",1,1,Furnished,,Flat,22060676,-6.239354,53.362192
"€1,200 Per month","Clonliffe Road, Drumcondra, Dublin 3, North Dublin City",1,1,Furnished,"
                        Furnished Ground Floor 1 Bedroom apartment

Separate bedroom, bathroom with electric power shower & separate kitchen & separate Sitting room

Located conveniently to Fairview, Eastpoint Business Park, IFSC, Drumcondra, close to Fairview Park, Westwood Gym
On route to buses/train station or walkable distant to City Centre

Apartment has been freshly painted

Washing Machine Communal
Bins/Recycling included in rent

Deposit & 1 months rent in advance

References required
                    ",Apartment,22060608,-6.245555,53.36167
"€1,200 Per month","Rochestown Avenue, Dun Laoghaire, South Co. Dublin",1,1,Furnished,"
                        Flat available to Rent on Clarinda Park East, Dun Laoghaire.
Accommodation comprises of one double bedroom,  WC & Shower room, kitchen/dining/ sitting room. Fully furnished with on street permit parking. Located in the heart of Dun Laoghaire and walking distance to the People's Park, the pier and the seafront. Serviced by numerous bus routes, and 2 minutes walk to Glasthule Dart Station and 5 minutes walk to Dun Laoghaire Dart Station, providing easy access to surrounding areas and the city centre. Walking distance to an abundance of cafes, restaurants and shops including Super Valu and Tesco. 


Rent includes refuse collection and oil fired central heating.

Electricity on prepay pinergy system.

Separate utility room in basement with washing machine and dryer, communal for the building.

Available to move in immediately.
                    ",Flat,22059972,-6.13177,53.287807
"€1,200 Per month","Cedarbrook Place, Park West, Dublin 12, West Co. Dublin",0,0,Furnished,"
                        ACCESSIBLE TO THE CITY CENTRE (30 MINS BUS), BESIDE M50/N7


Self contained studio (not whole apt). Bills extra.

This is a studio with a difference! It is almost the same footage as a one bedroom apartment, with its spacious double size bedroom, SEPARATE living room area (most other studios are just one room only and don't have a separate living room), a fully equipped kitchen (again separate) and small ensuite bathroom. 

This is one of two studios in this property. It is situated in a very peaceful residential area, only 2 mins walk to 79/a bus stop into the City Centre going every 15 minutes (takes approx. 30 mins on the bus). 

Very accessible, beside, the M50/N7 motorway. Parkwest Train Station is only 5 mins walk away calling at Heuston Station - gets into the city in 10 minutes! 

Wifi is available throughout the property. 

Parkwest Plaza is 10 mins walk away, offering convenient Spar shop with ATM, Pizzaria/cafe,  Insomnia, Pharmacy, Doctor's.

Lldyl supermarket is 20 mins walk away and also Liffey Valley Shoping Centre where you will find an abundance of clothes shops, restaurants, cinema etc. The Aspect Hotel is nearby, in Parkwest, offering a lounge bar and A La Carte restaurant service.

Facilities included:-

Wifi internet
Laundry facilities - washing machine and dryer 
Kitchen
Basic utensils provided

Viewings available during the week or weekends, please email for an appointment and give brief details of yourself and what you are looking for and if you can supply any references. 

Due to the large volume of enquiries, applications without the requested information will not be considered. Thank you.
                    ",Studio,22056914,-6.380058,53.337351
"€1,200 Per month","3 Whitworth Place, Drumcondra, Drumcondra, Dublin 3, North Dublin City",1,1,Furnished,,Apartment,22055695,-6.258594,53.361622
"€1,200 Per month","Rathoath road, Cabra, Dublin 7, North Dublin City",1,1,Furnished,,Flat,22059359,-6.301267,53.365518
"€1,200 Per month","69 Cabra Road, Cabra, Dublin 7, North Dublin City",1,1,Furnished,,Apartment,22056757,-6.281886,53.361149
"€1,200 Per month","Moyne Road, Ranelagh, Dublin 6, South Dublin City",1,1,Furnished,"
                        Follow us on Facebook Ray Cooke Lettings & Instagram Ray Cooke Auctioneers to see our new listings first!!



RAY COOKE LETTINGS are delighted to present this ideal studio apartment to the letting market in a mid-terraced Victorian property ideally located in one of the most sought after residential streets in Ranelagh. This self-contained accommodation comprises; Open plan kitchen/dining area, double bedroom and a bathroom. The property comes in excellent condition throughout. 



Moyne Road is one of Ranelagh's most desirable and sought after roads due in no small part to its excellent location. It is within a gentle stroll of Ranelagh Village and a stone's throw to great local shopping at Dunville Avenue, where many great restaurants, shops and a host of other local services and amenities make everyday living a pleasure in a true village community. 

Features:
- Gas fired central heating
- Close to all amenities
- Washing machine/Dryer 
- Central location 
- BINS INCLUDED
- On street parking with Disc
- LOCATION LOCATION LOCATION! 
- AVAILABLE NOW!! 



FILL IN YOUR INFORMATION & CLICK EMAIL ADVERTISER ON THE RIGHT HAND SIDE OF THE ADVERTISEMENT - WE WILL CONTACT YOU BY PHONE OR EMAIL WITH VIEWING DETAILS WHEN THEY ARISE
                    ",Apartment,22060213,-6.254967,53.319254
"€1,200 Per month","118 North Strand Road, Dublin 3, North Dublin City",0,0,Furnished,"
                        We are delighted to present our brand new studio apartment in the heart of Dublin City! 

This brand new recently refurbished studio apartment is situated close to Connolly Train Station, the DART, LUAS line, Busaras and East Point Business Park making it so easy for the commuter. 

This property has a large kitchen/living/dining area which is stylishly arranged and fully furnished with a modern equipped hi-spec kitchen which includes, fridge freezer, washing machine/dryer and a microwave. 
The large bright bathroom has a walk-in shower which is fully tiled.

There is an excellent range of bars, restaurants and health clubs within close proximity with Henry Street a ten minute walk from your front door. 

Please note the Ber is G but the property was recently refurbished and are awaiting an upgraded BER to be issued.
                    ",Studio,22060874,-6.240662,53.358738
"€1,200 Per month","Apartment 7, 136 Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cozy studio apartment in the heart of the ever popular Rathmines. (19 Sqm) 

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Rathmines is a vibrant and energetic village just 15 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Tesco, Lidl, Swan Leisure, Blackbird and Copan to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS ( Beechwood ) is 10 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22052738,-6.264706,53.325727
